scaf_smi,frag_size
*1***2(**1)***13**(**1*2)*=*3,16
*=*1**2:*:*:*:*:*:2***=*1,13
*=*1***2*=**(=*)*=*2*1,12
*1*2**1*1**3:*:*:*:*:*:3**1*2,15
***(=*)***=*,8
***(:*):*:*,6
***=*=**,6
*=*1**2***=**21,9
******=**=*,9
*=*1******2:*:*:*:*:*:21,13
*=*1:*2:*(:*(=*):*3:*:*:*:*:*:1:3)*=**2,15
*=*1:*(=*):*2:*:*:*:*:*:2:*:1=*,12
*=*1***2*(***3:*:*:*:*:*:32)*1=*,16
****(*)*(*)*(*)*(*)**,13
*1**12*=**1:*:*:*:*:1*1:*:*:*:*:12,15
*1**2:*:*:*:*:*:2**2(*1)***=*2,15
*=*1****(=*)*2*1**1:*:*:*:*:*:12,16
*=*1******(=*)*1=*,11
*=**=*1**=**=*1,9
******(=*)**(*=*)*(*)(*)*,15
**=*1*=**2**1*2,9
*1**2***3***24*(*1)**34,13
*=*(*****(=*)**(=*)=*)**(=*)=*,16
*1**=***2**=**2***=*1,14
*=*1:*:*2:*:*:*:*3:*:*:*:*(:*:1):*:3:2,14
**(=*)***(=*)***(=*)*=*,13
*=*1**********1,12
***(=*)=**#*,7
***=****(*)=*,9
****(**)*(*)=*,9
***(*)(=*)**(*)*(=*)****(*)*,16
**(*)=**=**(*)=**=*,11
**(*)*(**(=*)=*)*=*,10
***(**)****(*)*,11
*=*1**2****3****1*32,13
*=*1***2:*(:*:*3:*:*:*:*:*:2:3)*1=*,15
***(=*)**(*)*,8
*=*1*=**2(****2)*2:*:*:*:*:*:21,15
****(=*)*(**(=*)=*)*(*)*,13
****(*)*=**,8
*=*1***2****3***1*32,13
*=*1**2*3***4*(=*)**1*24**3,15
*=*1************(=*)*1,16
*=*1**=**2**3****3=*21,13
*=*1*=**2*3***4**4*3*=***21,16
*=*1**2**=****=***2*1=*,15
*1**2=**3(***2=*1)**3,11
*=*1*=***2:*:*3:*(:*:*:21)***3,14
**(*)(*)(*)*,6
*=*1****2:*:*3:*(:*:*:21)*=***3,15
*=*1***2**2***2*=****21,15
*=*1**2**=*3****3**2=*1,14
*1**2**=**3:*2:*(:*2:*:*:*:*:*:3:2)*1,16
*=*1*****2:*:*:*:*3:*:*:*:*1:*:2:3,16
*.*:*:*1:*:*:*:*:*:1:*,10
*=*1***2=**3(****3)***2*1=*,16
****(***)*****(**)**,16
*=*1:*:*:*2:*:*3:*(:*:*:2:*:1)***=*3,15
*1**2**3**3*2*1,9
**(=*)*=*(*)*(*)(*)*,10
*=*1**2*(****3=*2***3=*)*1=*,16
*=*1*****2*=****21,12
*1*2**23**13,6
**(*)**(=*)**#*,9
*1*2**3:*:*:*:*:*:3*2=**2:*:*:*:*:21,16
*=*1***2**3***1*32,11
*1**2***2*=*1,8
*******(=*)**(***)*(*)=*,16
*=*1:*:*(=*):*2:*3:*:*:*:*:*:3:*:1:2,13
******(*)*(=*)**,11
*=*1**2*(**3***2*32**2)*=*1,15
*=*1*=***2**3:*:*:*:*:*:3*21,14
*******(*)******,14
*=*1:*:*:*2:*:*3:*(:*:*:2:*:1)***1**13,16
*=*1***23***(**2*1)*(=*)*3,14
*=*1*(=*2**=**2)**2:*:*:*:*:*:21,15
***(*)*(*)*=*,8
**(=*)*****(*)(*)=*,11
*=*1**2**3****3*=**2*1,14
*=*1**2***34**3**3**34**2=*1,16
*=*1*=***2**3*=**(=*)*(=*)*3*21,16
*=*1****12*(=*)**1:*:*:*:*:*:12,15
***#***(***(*)*)**#***,16
**(*)***(=*)**#*,10
**(=*)**=**=*,8
*1**2**34**3***4*=*2*2**12,15
*1**2***(*1)**2,9
*=*1*=*2****3:*:*:*(:*:32)*1=*,14
*=*1*****=***2:*:*:*:*:21,14
**(*)(*)**(=*)*****(=*)=*,14
*=*1*2=*****2=**2:*:*:*:*:*:21,15
*=*1**(=*)*2**(=*)(=*)***21,13
**(=*)**(*)(*)*,8
***(=*)**(=*)*(*)*,10
*=*1***(=*)*=*1,8
**(=*)*(***(*)(*)=*)**=*,13
*1***2*3***2*(*1)*3,11
****1(*)****1,9
*=*1****23***(**12)*=*3,13
*1**23***1**2***1:*:*:*:*:*:13,16
*=*1***=**2:*:*:*:*:*:21,12
*=*1**(=*)*(=*2****2)*(=*)*1,14
*=*1***=**(=*)*=**=*1,12
***(*)(=*)**(*)(*)*(*)=*,12
*****(****)**(*)=*,13
***********(=*)**,14
*=*1*2**2*2*3**(*=*3)*21,12
*=*1*=*=**2=*1*(=*)(=*)*1:*:*:*:*:*:12,16
*=*1****=***2**(=*)*=*2*1,15
*1:*:*:*2:*(:*:1):*1:*:*:*:*:1:*1:*:*:*:*:2:1,16
*=*1**2*=**1*1**=***21,13
*=*1**2**3****4(**4)*3**2*1,16
*=*1**2****2*=*1,10
*1**12*1:*:*:*:*:*:1*1:*:*:*:*:*:12,15
*1**2***1**=**2,10
**=*1**2*****2*1,11
*=*1******2:*:*:*:*(:*:2)***1,16
******1****1**,12
*****(=*)*(*)**=*,11
***(=*)*(***(*)=*)***(*)(*)*,16
*=*1****2=**3:*:*:*:*:*:3**2*1,16
*=*1*=**2***1*2=*,10
**(****=*)***(*)(*)*,13
*1**2****2*2=****2*1,13
*=*1**2:*:*:*:*:*:2*12**2,12
*****(=*)*(**)*(*)*,12
*=*1**2(***3:*:*:*:*:*:32)**=*1,15
*1**2*(=***3:*:*:*:*:*:32)*=*1,14
*=*1*=**2(*=**3*****32)*=*1,15
**(=*)********#*,12
*=*1****2*=****21,11
*=*1**2:*:*:*3:*:*:*:*:3:*:2*1,13
*1**2**2****2**2*1,12
*1=**2=**=**3=**=**(=*1)*23,13
*=*1*****12***=**2,12
*1*****2****2*=****1,15
*1*=**=*2*1**1:*:*:*:*:*:12,13
**(*)*(=*)**=*1***2:*:*:*:*:*:21,16
****(=*)**(=*)***=*,12
**(*)*(*)*(=*)***=*,11
*1**=***=****=*1,11
*1**2:*:*:*:*:2*2*=***12,12
****=*(*)**,8
*1***2:*:*3:*(:*:*:2*1)**=*3,13
**(***(=*)*(*)*)*=*,11
**=**(*)(*)*,7
*=*1:*:*:*2:*(:*:1)**1****2*1,14
****(*)(=*)**(*)(=*)***,13
****(=*)(***)***,11
*=*(=*)*******(=*)=*,12
***(*)(=*)*******(*)=*,14
*=*1***2*(*1)*13**(**1*2=*)*=*3,16
*=*1***2*3*(=*)*(=*)*=*3*=*21,14
*1****2(**1)****2,11
******(****)*=*,12
*=*1*2*****2**2:*:*:*:*(=*):*:21,16
***=**(=*)(=*)*(*)(*)*,11
*=*1*2*****13****3**=*2,15
*=*1**=**(=*)*12******=*2,15
*=*1****=***(=*)****=**1,16
*=*1***2**3(*****3)**2=*1,15
*=*1:*:*2:*(:*(=*):*:1)**1:*:*:*:*:1*2,15
****(*)*(*)=**,9
*=*1**2(****2=*)*(=*)*=*1,13
*=*1**2**1*(=*)**1:*:*:*:*:*:12,15
****(**(*)*)*=*,10
**(=*)*1(*:*:*:*:*)**1,11
****1:*:*2:*:*:*:*:2:*(=*):*:1*,14
*=*1***2:*1:*:*1:*:2****1,13
***(=*)*********(*)=*,15
*****(=*)*(**)**,11
***(=*)***(*)*,9
**(*)**(=*)(=*)****(*)=*,13
***(*)*#*,6
****(=*)***(=*)***,12
**=*(*)**(*)***(*)(*)=*,13
***1=***2=*1*=**2,10
*=*1*=**2(**=**2)*=*1,11
*=*1***2***3**(=*)*=*3*2*1,15
*=*1***2*(***3=*2***3=*)*1,15
*=*1****2***2*(=*)**1,13
***(*)*=**,7
**(=*)****(=*)***=*,12
*=*1****2:*1:*:*:*1:*:*(=*):*:*:*:2:1,16
*1**2**3***2**3*1,11
*=*1**2*(=*)**3****2(*3)*1,14
*=*1***=****2=****(**1)*2,16
*=*1:*:*:*:*2:*:1*1**1*1**12,13
*=*1*2****2*2***21,11
*1**23***4:*:*:*:*:*:4*2*3*=*1,15
*=*1*=***2=**=***12,11
**(****(*)(*)*)**(*)=*,13
*=*1***2=*1**1:*:*:*:*:*:1*2,14
*=*1**2*****23****13,13
*:*:*:**1****=*1,10
*=*1(=*)***(=*)(=*)*1,9
*****(=*)**(*=*)*(*)(*)*,14
**1=*****1*:*:*:*:*,12
*=*1(=*)**2(*1)**(=*)(=*)*2,11
***(=*)*****(*)*(*)*,13
**(*)(**=*)*#*,8
*=*1**2**1**=*2,9
****(=*)*****(=*)***,14
**=*1**2**(=*)*2*1,10
**(***(*)(*)*)*=*,10
*1***2***3:*:*:*:*:*:3*2**1,15
**=**,4
***(=*)*****(**=*)*(*)=*,15
*=*1:*:*2:*:*:*:*:2:*2:*:*:*:*:*:1:2,14
***(=*)(=*)**(*)(=*)=*,10
*1*=**2**=**12,8
*=*1:*:*(=*):*2:*:1**2,9
*=*1*=**2***3:*:*:*:*:*:3*21,14
***(=*)*=***(*)*,10
***(*)=*(*#*)*(*)=*,10
*=*1:*:*2:*3:*4:*(:*:*:*:*:1:4)***3**2,16
*=*1****2:*:*:*:*:2*1=*,12
**(=*)*=**(*)=*1*(=*)***1=*,14
*:*:*:*1:*:*2:*:*:*:*:*:2:*:1,12
*=*1***(=*)*(=*)**1,10
***(*)=***(*)=*,9
*1*2=**3:*:*:*:*:*:3*2=**2:*:*:*:*:21,16
*=*(*:*:*:*:*)*(:*):*,10
*1**2:*:*:*:*3:*:2*1**1:*:*:*:*:*:13,16
*=*1****2=*1**1*****13**23,16
*=*1***(=*)(=*)*2:*:*:*:*:*:2*1=*,15
****(*)(*)**(*)=*,10
**(=*)**(*)(=*)**(*)(*)=*,12
*=*1**=**=*2*1*=**1:*:*:*:*:*:12,16
*=*1***2***3****3*2*1,14
*1**2(**=*1)*=***=*2,11
*****(**)**=*,10
*=*1*=**2=*(*1=*)*1:*:*:*:*:1**2,15
*=*1*2**3***1*3*=*2,11
*=*1***2=*1****1***=*12,14
*=*1:*:*:*2:*:*:*:*:*:2:*2:*:*:*:*:*:1:2,16
*1***2*(*1)***1*=**3***12*3,16
*=*1****(=*)(=*)*12****2,13
****1:*:*:*(=*):*:1,9
*=*1***(=*)**(=*)*1,10
**(=*)*1:*:*:*:*2:*:*:*:*:*:1:2,13
*1*=**=**2:*1:*:*1:*:*:*:*:*:2:1,14
*1**2***3:*:*:*4:*:*:*(:*:4:*:32)*1,15
*=*1*2**3:*:*:*:*:*:3**2*(=*)*1=*,16
*.***=*,5
*=*1***2=*1*****2,11
**(=*)*=*1:*:*:*:*:1,9
***#**(*)=*,7
*=*1*2*3**4*5**(*42)*1*53,12
**(*)**(=*)**(=*)*(*)(*)*,13
*=*1***(=*)*2*1***1***=*2*1,16
*=*1**2*****2*2****21,14
*=*1**2*3***4**2(**43)*=*1,14
***(*)(=*)**(*)(=*)**,11
*=*1***2(******2)**1,13
*=*1**(=*)*2*3**(=*)(=*)**3*21,14
******(=*)*****(*)=*,14
*=*1*2****2*=**2:*:*:*:*:21,14
*1***2*(*1)***1=*2**2**2*1,15
*=*1***2*(****23****3=*)*1,16
*=*1****=*****1=*,12
**(*)*(=*)**(**(*)(*)*)*=*,14
*1***2:*(:*:*3:*:2**2=*3*=**2)*1,15
*1***23****2(**1)*3,11
*1**2**3(**3)*=**2=*1,11
*=*1*=***23**4****4*2***13,16
**(=*)(=*)**(=*)***=*,11
*1**2**34****2(*1)*3***=*4,15
*1***2=*(*1)**=*2,9
*=*1****2***3***231,12
*=*1:*2:*(:*:*3:*:*:*:*:*:1:3)****2,15
**1*****1,7
*=*1:*:*:*:*2:*:1*1***2**1,13
*1**=*2*(*1)**1=***3=**=**2*13,16
*=*1:*:*:*2:*:*:*3:*(:*:2:*:1)****3,15
*1**2(**3:*:*:*:*:*:3*2)*2**12,14
****1:*:*:*2:*:*:*:*:*:1:2,12
**(**(*)=*)*(=*)=*,9
*=*1*=**(=*)*2:*1:*:*:*1:*:*:*:*:*:2:1,16
*=*1***2***3**3*2=*1,12
*=*1**2=**3*4**4*(=*)*3**2=*1,15
*=*1**2**3*4**4*(=*)*3**2=*1,15
**(**=*)*(=*)*(*)=*,10
*=*1(=*)**=**2:*:*:*3:*:*:*:*:*:3:*:21,16
*1***(=*2**3:*:*:*:*:*:3*2)**1,15
*1**2(*1)***2,7
*=*1**2*3(****13)**1***3**132,16
*.***1**1,6
*=*1*=****23*4**(**2=*)*3*41,15
*.******(*)*(*)=*,11
******1:*:*:*:*:*:1**,13
***(=*)*#*,6
*=*1**(=*)*2(*1)**(=*)*1:*:*:*:*:*:12,16
*=*1*(=*)*(=*)(=*)**2:*:*:*:*:*:21,14
*=*1****=***(=*)**1,12
***(=*)**=*(**=*)*(*)=*,13
*1**2***3***2(*1)*3,11
****(**(*)=*)*(=*)**,12
*1**2*=***3:*2:*(:*2:*:*:*:*:*:3:2)*1,16
***(*(*)=*)*(*)=*,9
**(*)*(**(=*)=*)*(=*)***(*)=*,15
****(*=*)*(=*)***,11
*=*1***2**3***2(*1)*3=*,13
******(*)(=*)=*,9
*=*1**2:*:*:*:*:*:2**2(***2)*1,15
*****(=*)***(*)=**=***,15
*=*1***2*3****3*(=*)(=*)***21,16
*********(=*)**(*)(*)*,15
*=*1***2****3*(**(=*)*3=*)*21,16
*1**2(**2)*=*1,7
*=*1*2****1*1(****1)**2,14
***(=*)**(*)*#*,9
*1**2***3:*:*4:*(:*:*:3*2*1)***4,16
*=*1*=*2***=**2*2****=*21,15
*1**2**3**3**2*1,10
**(*)**(*)*(=*)(=*)**=*,12
*=*1***2**2*=***=*1,12
***(=*)******=*,11
*1:*:*:*:*:*2:*:*:*:*(:*:*:*:*:1):*:2,15
*:****:*:*:*:*,9
*=*1****2=*1**1(****1)*2,14
*1**2*(***3:*:*:*:*:*:32)*2(*1)**2,16
*1***2(*1)***1**2*1,11
*=*1****2:*(:*:*3:*:2****3)*1,15
**=**(=*)**(*)*,9
******(=*)**(*)(*)*,12
****(=*)*(**(=*)**)*(*)(*)*,15
*=*1*=**(=*)*2=*1**1****2*1,15
*=*1:*:*2:*:*:*:*(=*):*:2:*2:*:*:*:*:*:1:2,16
***(*)(*)**(*)(*)=*,10
*=*1**2**3*****3***2*1=*,16
*******(*)(*)=*,10
*=*1******=***=**(=*)*=*1,16
*:*:*:*1:*:*:*:*:*:1:*,10
***(**)**=**=*,10
*=*1***=****2=**(=*)**2**1,16
*=*1(=*)*=**2:*:*:*:*:21,10
*1**2**2***2**12,10
****(*)(*)*,7
*****(*)**(*)**,11
**(*)*****(=*)*****=*,15
*=*1**2:*:*:*:*:2*2:*:*:*:*:*:21,14
*****(****)*(=*)=*,12
*1**2***3*2*(=**2:*:*:*:*:*:23)*1,16
**(*)(=*)*****=*,10
*1**=*2*(*1)*=**1:*:*:*:*:12,13
**(*)*(**(*)=*)*=*,10
*1**2**1*1***2*1,10
*=*1**2***3*=**(=*)**3*2*1,15
*=*1:*:*:*2:*(:*:1):*(=*):*:*1:*:*:*:*:*:1:2,16
*=*1**2****3*=***3*2*1,14
*=*1*****=**=****=**1,15
*=*1:*:*:*:*2:*:1**1:*(:*:*:*:*:1=*)*2,16
**(*)*****(*)(=*)=*,11
*=*1****2:*:*:*3:*:*:*:*:*:3:*:2*1,16
*=*1:*:*2:*(:*:1)*1:*:*:*:*:*:1*=**2,15
*=*1****=**(=*)***1,12
*=*1*=**(=*)*2:*1:*:*:*1:*:2***=*1,16
**(*)(=*)******(=*)=*,12
*1***23****(***2*1)**3,14
*1***2*(**1)*1:*:*:*:*:*:12,13
*1*2*3**4*2*2*1*3*42,10
*=*1****=***2**(**=*2)*1,15
*=*1****2=**3(****3)***12,15
*1***=***=**1,9
*1***2:*:*:*:*:*:2**1,11
*:*.*:*:*:*,6
*=*1***2****3=****3*=*21,15
***=**(=*)=*,7
*1**2**=*3****=*3*2*1,13
*=*1**2*3****2*3*1=*,12
***(*)*(*)*,7
****=*1*****1,10
*=*1(=*)***2**=**21,10
*=***(:*:*):*:*,8
*=*1***2***3**(=*)*(=*)*3**21,16
**(*)******(*)=*,11
*1***2:*(:*:*3:*:*:*4:*:*:*:*:4:*:2:3)*1,16
*1**2**3***(*=*3)*2*1,12
*=*1***=**1,7
*=*1**=**2:*(:*:*3:*:2***3)*1,14
*1****2*3***(*3)*2***1,14
*=*1******=***=****1,15
******(*)(=*)**,10
*=*1(=*)***2:*:*:*:*3:*:*:*1:*:2:3,14
*1***2=*(*1)**1*=**=**12,13
*=*1*2**23*****3*2:*:*:*:*:*:21,16
*=*1**2(*****2)**12****2,15
*=*1***2*(****23****3)*1=*,16
*1***2*(*1)***1**=***12,14
*=*1**=**2(****2)*1,11
*=*1***2(****2=*)*(=*)*1,13
*=*1(=*)****2:*:*:*:*:*:21,12
***(*)****=*,9
*=*******=*,9
*=*1***(=*)*2*3*=**(*4**43)*21,15
**(=*)*****=******(*)=*,16
***(=*)*=*1:*:*2:*:*:*:*:*:2:*:1,14
**(***(*)=*)*(=*)**(*)(*)=*,14
*=*1*2****1*1=*(***1)*2=*,14
*=*1***2*(*1)**1:*:*:*:*:*:1*2=*,16
*=*1:*:*:*2:*:1***(=*)(=*)**2,13
*=*(=*)(*1:*:*:*:*:*:1)*1:*:*:*:*:*:1,15
*=*1****2**3=*(**21)*(=*)**3,15
*=*1(=*)**2:*:*:*:*3:*:*:*:*1:*:2:3,14
****(=*)*(**(*)*)**(=*)=*,14
*=*1***2*=**(=*)**2*1,12
**1:*:*:*:*:*:1.*:*,9
**(*)*(**=*)*(=*)***=*,13
*1**2*3***(*3)**2=*1,11
*=*1**2***(*2)*1=*,10
*1***2(*1)*1**1**1**12,12
*=*1(=*)***2****2*2:*:*:*:*:*:21,16
**#**=*,5
*=*1*2*****2**2:*:*:*:*:21,14
*=*1**2(**=**2)**1=*,11
*=*1**(=*)*2*1**1*2*(=*)**1=*,15
*=*1****2:*:*3:*(:*:21)*=***3,14
*=*1*2****2*2:*:*:*:*:*:21,13
***1=*(*)*(=*)*(=*)*2:*:*:*:*:*:21,15
*1:*:*:*2:*(:*:1)*1*2*2:*:*:*:*:*:21,14
*1**2:*:*3:*:*4:*:*:*:*:4:*:*:3:*:*:2*1,16
*1***2(*1)**1:*:*:*:*:*:1*2,13
***1******1*:*:*:*:*,14
**1:*:*:*:*:*:1*(=*)**:*:*:*:*,15
*=*1**2:*:*:*:*3:*:2*1**=*3,13
*=*1**2****2*2**=**(=*)*21,15
*1***=**2**(**1)**1****12,16
*****(=*)**(*)(=*)**,12
*=*1:*:*2:*(:*:1)*1*****1**2,14
*1***=****2**2***=**1,15
***1****1=*,8
*=*1:*:*(=*):*2:*:*3:*(:*:2:*:1)***=*3,15
*1**12**2,5
*=*1***(=*)*1=*1****1,12
*=*1:*:*:*2:*:*(=*):*:*:*:2:*:1,12
***:*:*1:*:*:*:*:*:1:*,11
*=*1***2*(**=*3*****23)*1,15
*=*1**2=****3:*:*:*:*1:*:32,13
*=*1:*2:*(:*:*3:*:*:*:*:1:3)*****2,15
*1*2**3:*:*:*:*:*:3*1*1:*:*:*:*:*:12,16
*=*1****2*1**1:*:*:*:*:*:12,14
*=*1*=**(=*)*2:*:*3:*(:*:*:21)***3,15
***=**1:*:*:*:*:*:1,10
***(=*)(=*)**(*)=*,9
*1***23***(**2)*3*1,11
*=*1*2*****2***2:*:*:*:*:*:21,16
***(*)***(*)=*,9
*1***2**(*1)*2,8
*=*1***2:*:*3:*:*:*:*:*:3:*:2*1,14
**=**(=*)=*,6
*=*1(=*)***2:*1:*:*:*1:*:*:*:*:*:2:1,15
*=*1***2*=**3*****3*2*1,15
*=*1***2*****2*1,11
*=*1***2(*******2)**1,14
***(**(=*)*(*)**=*)*(*)=*,14
***(***#*)*(*)=*,10
*1**=**2(*1)***=**2,11
***(*)*(*)*(*)*(*)*=*,12
***12**3**1**3*2,10
*1***2(**1)**1**1*2,11
******(=*)(=*)**,10
*=*1**(=*)*2*3*=**(*4***43)*21,15
*=*1*******(=*)**1,12
*=*1*=**2*3***4**4*3*=**=*21,16
***=****(*)(*)*,10
*1***2*(*1)*1**2*2=*(****2)*1,16
*=*1***2******2*1,12
*.*=*.*=**1:*:*:*:*:*:1,11
*=*1**2***3=**(=*)***3*2*1,15
***(=*)****(*)(*)*,11
*=*1**(=*)*2*(=*1)**1:*:*:*:*:*:12,15
*=*(*#*)*#*,6
*=*1*=**2***3***14**324,13
*1***2*(*1)***1*****12,14
*1**2**3:*:*:*:*:*:3**12,12
**(*)***(=*)*(**(*)=*)*=*,14
*******(*(*)*)*(*)*,13
*1***2**(*=**1)*1*****21,15
**(*)(****=*)**(*)(=*)=*,13
*1*=**2**=**1*2,9
*:*:*:*:***1:*:*:*:*2:*:*:*:*:1:2,15
*1**2***1**21**=**1,12
*=*1(=*)****(=*)(=*)*1,10
**1:*:*:*:*:*:1*,8
*=*1*2**2******2:*:*:*:*:21,15
************,12
*=*1***2*(***2=*)*1,11
*=*1**2***3=**(=*)*(=*)*(*1)*23,15
*=*1****2*1***(=*)*2=*,13
*=*1***(=*2**=**=*2)*1,12
*=*:*:*:*=*,6
*=*1**(=*)*2*1**=*1*****21,15
*=*1**2*****3****(*1)*32,15
*1*2**3***4**4*3**12,12
*=*1****=****2****(*2)*1,16
*1**23**2***3**=*1,11
*=*1:*:*:*:*2:*:1*******2,14
******#*,7
*=*1**2***=**3**(*=*3)*2*1,15
***(***(*)(=*)=*)*(*)=*,12
**(***=*)=**(*)(*)*,11
*=*1**2****3**3*2=*1,12
*=*1***=****2*1***(=*)*2=*,16
*1***2(*1)****1:*:*:*:*:*:12,14
*=*1****2***21,9
*=*1**=*2*(***3:*:*:*:*:32)*1,14
**(*****(=*)***(*)=*)*(*)=*,16
*1**2**2***=*1,9
*1**2***3(****3)*(*1)*2,13
**1:*:*:*:*:*:1*=**:*:*:*,13
*=*1***2***2*2***(*1)*2=*,15
*=*1:*2:*:*:*:*:*=2:*2:*:*:*:*:*:1:2,14
*=*1*=***2:*:*:*:*(=*):*:21,12
*=*1**2**3:*:*:*:*:*:3*2*(=*)*1=*,16
*=*1*=**2*=**(=*)*3****1*23,15
*=*1**2:*:*:*:*:*:2*2**=**21,14
*=*1*=*2**=**3:*:*:*:*(:*:32)*1=*,15
*1***23****2(*1)***3,12
*=*1**2*=*3*=**=**3*(=*)*2*=*1,16
***(**)***=*,9
*=*1**2***3*2*31,9
***(=*)***(=*)*(*)(*)*,12
***(**)**(*)*,9
*=******(=*)*=*,10
*****(**=*)*(=*)**,12
**(=*)(=*)*:*:*,7
**(=*)*********(*)=*,14
*=*1***2(****2)**1=*,12
*=*1***2**1*1*2*(=*)**1=*,14
*=*1:*:*:*2:*3:*(:*:*:*:*:1:3)**2,13
*1**2**3:*:*:*:*:*:3*3(*1)****23,16
*=*1***2:*:*:*:*:2*1=*,11
*1:*:*2:*:*:*3:*:*:*4:*:*:*(:*:1):*:2:*:3:4,15
*=*1**2*1*=**2(=*)=*,10
*=*(:*):*:*:*:*:*:*,9
**(*)*(*)*(=*)(=*)**=*,11
*=*1**2=*****2*1=*,11
**(***(*)=*)*(=*)**=*,12
***(*)(*)*(*)=*,8
*=*1**(=*)*2=***=**2=*1,12
*1**2*3***2*1*3,9
***(=*)(=*)*****(*)=*,12
*=*1***(=*)*2*3**3**21,12
*=*1***=****1=*,10
*=*1****2:*1:*:*:*1:*:*:*:*:*:2:1,15
*1**2:*:*3:*:*:*:*:*:3:*:2*2(*1)***2,16
*1**2*=*3****34**4*2*1,13
*=*1*=**2**23*****13,12
*=*1*2=*(****2)*2:*:*:*:*:*:21,14
*1**2***3:*:*:*:*:*:3*23***1*3,16
*=*1**2:*:*:*:*3:*:*:*(:*:2:3)*1,13
****1:*:*:*:*2:*:1*****2,14
*=*1**=**2=*1****2,11
**(=*)*(*)(*)*(*)(*)*(*)(*)*,13
*1**2*(*=*1)*1**1***21**1,14
*=*1***********1=*,14
*=*1***2=*1****2,10
*=*1***2:*:*:*3:*:*:*(=*):*:*:3:*:21,15
*=*1**2(**3:*:*:*:*:*:3*2=*)*=*1,15
*=*1**=**2:*:*3:*:*:*:*:*:3:*:21,14
*=*1*=**2***3*(****3=*)*2=*1,16
*:*:*:***1:*:*:*:*:*:1,11
******(=*)**(*)*(=*)****,16
***(=*)**(*)(*)**(*)=*,12
******=*(*)****,12
*=*1*2***(*=*2)*2****21,13
*=*1*2****=*2*(=*)*2:*:*:*:*:*:21,16
*=*1:*:*:*2:*(:*:1)***1:*:*:*:*:*:12,15
**(*)********=*,12
*1***2*(*1)***1***=*12,13
***(*)******(*)=*,12
**(*)(*)**(=*)**=*,10
**(=*)**(*)(=*)=*,8
*1***2*(*1)**1**3(****23)*1,15
****(*)*(=*)**(*)*(=*)***,15
*1**2**1*1**=***21,11
*1***2(**1)***1***=**1*2,15
*1**2**2*2**=***12,11
*****(=*)*(*)*(*)*(=*)*(*)**,16
*=*1**2****3=**(=*)**3**2*1,16
*=*1*2****2*2**21,10
***(**=*)*(=*)**(*)(*)*,13
*=*1***=*2*1***1:*:*:*:*:*:12,15
*=*1***=****=***2***1*2,16
*=*1**=**12*1**=**12,11
*1**2**1*1:*:*:*:*:12,10
*=*1*=*2****2*2**21,11
*=*1*2:*:*:*:*:2*(=*)*2:*:*:*:*:21,14
*=*1:*:*:*2:*3:*(:*:*:*:2:*:1)***=*3,15
*****(**)*(=*)=*,10
*=*1**2(***3:*:*:*:*:*:3*2)**1=*,16
****=*1*(=*)**(=*)**1=*,13
*=*1***2**3:*:*:*:*:3***21,14
*=*1**2**1**1*=****21,13
*=*1***2(****=*2)*1,11
***=*(*)***=*(*)***=*(*)*,16
**=**=**(*)=**,9
*=*1:*:*(=*):*(=*):*:*:1=*,10
*=*1*2**2***=***2:*:*:*:*:21,15
*=*1**2**3(****13)*=*2,12
*=*1**=**1=*1******1,13
**(**(*)=*)*(=*)**(=*)=*,12
****(=*)*(=*)**,9
*1**2***3***4****4(*1)*23,15
*=*1**2*3****(=*)*3*2*1,13
*1*2*=**1*1**(=*3**=**3)**21,15
*=*1*2**3**(*2)**1*3,11
*=*1**2**(=*)(=*)*3**(=*)*3*2*1,15
*=*1:*:*2:*(:*(=*):*:1)***2,11
*=*1:*:*(=*):*2:*:*:*:*:*:2:*:1,12
*=*1****23****(***12)*3,14
*****(*)=**,8
*=*1*****(=*)*2:*:*:*:*:*:2**1,16
**(=*)****=*1*****1,13
**(*)*(=*)***(*)(=*)=*,11
*****(**=*)*(=*)****,14
****=**=*,7
*=*1**2*(***3=*2****3)*=*1,15
*****(*)*(*)*,9
*1**=**=*1,6
*=*1*******=***=*1,13
**(*)*(=*)*(*)(*)*,9
*1**2:*:*:*3:*(:*:2*1)*1:*:*:*:*:*:1*3,16
***=**(*)(**)*(*)(*)*,12
******(*)**,9
*=*1***2***=*2*1,10
****(=*)*(**)**(*)*,12
**(*)****(*)**=*,11
***(=*)=*,5
*=*1:*:*:*2:*(:*:1):*:*1:*:*(=*):*:*(=*):*:1:2,16
**(*)=*1***2*****2*1,13
*=*1**2*3**(=*)*3**2=*1,12
*=*1****=**1=*,9
*1**=*2*3**(*=*3)*2=*1,11
*=*1***2=**3:*:*:*:*:*:3***12,15
*=*1****(=*)*1=*1*****1,14
*=*1(=*)***2(***3:*:*:*:*:*:32)**1,16
*=*1**(=*)(=*)*2=*1*****2,13
****(*)***,8
*1**2(**3***2**3)*=*1,12
**#**#**,6
****1***1,7
**(*)**(=*)**(*)*,10
*=****(=*)****(=*)=*,12
****(*(*)*)*(=*)*(*)***(*)*,16
*=*1*=**12*****2,10
*=*1***(=*)*2*****21,12
*=*1(=*)*2****2=**2:*:*:*:*:*:21,15
****(**(=*)***(*)=*)*(=*)**,16
*1***2*=**3***(***2*1)*3,15
**=*(*)***=*(*)***=*(*)*,15
*=*********=*=*,12
*=**=**#*,6
